condicao_id,sintoma_1,sintoma_2,doenca_associada,risco_sugerido,fontes_ids
angina_estavel,cansaço ao esforço,diminuição da resistência física,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,cansaço ao esforço,dor que sobe para o pescoço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,cansaço ao esforço,fadiga ao esforço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,cansaço ao fazer atividade,desconforto no ombro,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,cansaço ao fazer atividade,desconforto que vai para o braço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,cansaço ao fazer atividade,dor que sobe para o pescoço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,diminuição da resistência física,desconforto no ombro,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,diminuição da resistência física,desconforto que vai para o braço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,diminuição da resistência física,dor que sobe para o pescoço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,dor no peito ao esforço,alivia ao parar,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,dor no peito ao esforço,cansaço ao esforço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,dor no peito ao esforço,cansaço ao fazer atividade,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,dor no peito ao esforço,desconforto no ombro,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,dor no peito ao esforço,desconforto que vai para o braço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,dor no peito ao esforço,diminuição da resistência física,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,dor no peito ao esforço,dor que sobe para o pescoço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,dor no peito ao esforço,fadiga ao esforço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,dor no peito ao esforço,falta de ar no esforço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,dor no peito ao esforço,fôlego curto ao subir ladeira,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,dor no peito ao esforço,melhora com repouso,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,dor no peito ao esforço,passa quando descanso,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,fadiga ao esforço,desconforto no ombro,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,fadiga ao esforço,desconforto que vai para o braço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,fadiga ao esforço,dor que sobe para o pescoço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,falta de ar no esforço,cansaço ao fazer atividade,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,falta de ar no esforço,desconforto no ombro,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,falta de ar no esforço,desconforto que vai para o braço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,falta de ar no esforço,diminuição da resistência física,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,falta de ar no esforço,dor que sobe para o pescoço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,falta de ar no esforço,fadiga ao esforço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,fôlego curto ao subir ladeira,cansaço ao fazer atividade,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,fôlego curto ao subir ladeira,desconforto no ombro,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,fôlego curto ao subir ladeira,desconforto que vai para o braço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,fôlego curto ao subir ladeira,diminuição da resistência física,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,fôlego curto ao subir ladeira,dor que sobe para o pescoço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,fôlego curto ao subir ladeira,fadiga ao esforço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,melhora com repouso,cansaço ao esforço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,melhora com repouso,cansaço ao fazer atividade,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,melhora com repouso,desconforto no ombro,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,melhora com repouso,desconforto que vai para o braço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,melhora com repouso,diminuição da resistência física,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,melhora com repouso,dor que sobe para o pescoço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,melhora com repouso,fadiga ao esforço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,melhora com repouso,falta de ar no esforço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,melhora com repouso,fôlego curto ao subir ladeira,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,passa quando descanso,cansaço ao esforço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,passa quando descanso,cansaço ao fazer atividade,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,passa quando descanso,desconforto no ombro,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,passa quando descanso,desconforto que vai para o braço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,passa quando descanso,diminuição da resistência física,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,passa quando descanso,dor que sobe para o pescoço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,passa quando descanso,fadiga ao esforço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,passa quando descanso,falta de ar no esforço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,passa quando descanso,fôlego curto ao subir ladeira,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,pressão no peito ao caminhar rápido,alivia ao parar,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,pressão no peito ao caminhar rápido,cansaço ao esforço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,pressão no peito ao caminhar rápido,cansaço ao fazer atividade,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,pressão no peito ao caminhar rápido,desconforto no ombro,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,pressão no peito ao caminhar rápido,desconforto que vai para o braço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,pressão no peito ao caminhar rápido,diminuição da resistência física,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,pressão no peito ao caminhar rápido,dor que sobe para o pescoço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,pressão no peito ao caminhar rápido,fadiga ao esforço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,pressão no peito ao caminhar rápido,falta de ar no esforço,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,pressão no peito ao caminhar rápido,fôlego curto ao subir ladeira,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,pressão no peito ao caminhar rápido,melhora com repouso,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
angina_estavel,pressão no peito ao caminhar rápido,passa quando descanso,Angina Estável / Doença Coronariana,baixo_risco,S05|S06|S09
arritmia_fibrilacao_atrial,cabeça leve,cansaço,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,cabeça leve,desconforto no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,cabeça leve,desmaio,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,cabeça leve,dificuldade para respirar,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,cabeça leve,dor no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,cabeça leve,fadiga,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,cabeça leve,falta de ar,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,cabeça leve,fraqueza,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,cabeça leve,pressão no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,cabeça leve,quase desmaio,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,cabeça leve,respiração curta,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,cabeça leve,sensação de desmaio,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração acelerado,cabeça leve,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração acelerado,cansaço,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração acelerado,desconforto no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração acelerado,desmaio,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração acelerado,dificuldade para respirar,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração acelerado,dor no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração acelerado,fadiga,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração acelerado,falta de ar,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração acelerado,fraqueza,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração acelerado,instabilidade,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração acelerado,pressão no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração acelerado,quase desmaio,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração acelerado,respiração curta,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração acelerado,sensação de desmaio,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração acelerado,tontura,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração disparado,cabeça leve,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração disparado,cansaço,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração disparado,desconforto no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração disparado,desmaio,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração disparado,dificuldade para respirar,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração disparado,dor no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração disparado,fadiga,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração disparado,falta de ar,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração disparado,fraqueza,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração disparado,instabilidade,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração disparado,pressão no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração disparado,quase desmaio,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração disparado,respiração curta,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração disparado,sensação de desmaio,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,coração disparado,tontura,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,desconforto no peito,cansaço,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,desconforto no peito,fadiga,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,desconforto no peito,fraqueza,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,desmaio,cansaço,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,desmaio,desconforto no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,desmaio,dificuldade para respirar,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,desmaio,dor no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,desmaio,fadiga,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,desmaio,falta de ar,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,desmaio,fraqueza,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,desmaio,pressão no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,desmaio,respiração curta,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,dificuldade para respirar,cansaço,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,dificuldade para respirar,desconforto no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,dificuldade para respirar,dor no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,dificuldade para respirar,fadiga,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,dificuldade para respirar,fraqueza,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,dificuldade para respirar,pressão no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,dor no peito,cansaço,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,dor no peito,fadiga,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,dor no peito,fraqueza,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,falta de ar,cansaço,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,falta de ar,desconforto no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,falta de ar,dor no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,falta de ar,fadiga,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,falta de ar,fraqueza,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,falta de ar,pressão no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,instabilidade,cansaço,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,instabilidade,desconforto no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,instabilidade,desmaio,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,instabilidade,dificuldade para respirar,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,instabilidade,dor no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,instabilidade,fadiga,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,instabilidade,falta de ar,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,instabilidade,fraqueza,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,instabilidade,pressão no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,instabilidade,quase desmaio,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,instabilidade,respiração curta,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,instabilidade,sensação de desmaio,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,palpitações,cabeça leve,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,palpitações,cansaço,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,palpitações,desconforto no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,palpitações,desmaio,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,palpitações,dificuldade para respirar,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,palpitações,dor no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,palpitações,fadiga,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,palpitações,falta de ar,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,palpitações,fraqueza,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,palpitações,instabilidade,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,palpitações,pressão no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,palpitações,quase desmaio,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,palpitações,respiração curta,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,palpitações,sensação de desmaio,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,palpitações,tontura,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,pressão no peito,cansaço,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,pressão no peito,fadiga,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,pressão no peito,fraqueza,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,quase desmaio,cansaço,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,quase desmaio,desconforto no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,quase desmaio,dificuldade para respirar,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,quase desmaio,dor no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,quase desmaio,fadiga,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,quase desmaio,falta de ar,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,quase desmaio,fraqueza,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,quase desmaio,pressão no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,quase desmaio,respiração curta,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,respiração curta,cansaço,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,respiração curta,desconforto no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,respiração curta,dor no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,respiração curta,fadiga,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,respiração curta,fraqueza,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,respiração curta,pressão no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,sensação de desmaio,cansaço,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,sensação de desmaio,desconforto no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,sensação de desmaio,dificuldade para respirar,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,sensação de desmaio,dor no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,sensação de desmaio,fadiga,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,sensação de desmaio,falta de ar,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,sensação de desmaio,fraqueza,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,sensação de desmaio,pressão no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,sensação de desmaio,respiração curta,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,tontura,cansaço,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,tontura,desconforto no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,tontura,desmaio,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,tontura,dificuldade para respirar,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,tontura,dor no peito,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,tontura,fadiga,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,tontura,falta de ar,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
arritmia_fibrilacao_atrial,tontura,fraqueza,Arritmia / Fibrilação Atrial,alto_risco,S03|S10|S11|S16
